QM9_index n(H) n(C) n(N) n(O) n(F) RI-CCSD(T)/aug-cc-pVTZ RI-MP2/aug-cc-pVQZ RI-MP2/aug-cc-pVTZ CCSD(T)/aug-cc-pVQZ_additive_scheme E(HF/cc-pVDZ) U0(QM9) zpve(QM9) dE_CCSD(T)/aug-cc-pVQZ_additive_scheme dE_HF/cc-pVDZ dE_QM9 dE_0DNN_ls_onQM9 PML_QC_DFT_correction dE_PML_QC_DFT PML_QC_CCSD_correction dE_PML_QC_CCSD
136 10 4 0 1 0 -233.380686 -233.411376 -233.287456 -233.504606 -232.161599 -233.547877 0.136152 -2.228684 -1.630471 -2.229632 -2.226835 -0.002034 -2.228869 -0.003404 -2.230239
137 8 3 0 2 0 -269.260146 -269.317444 -269.178759 -269.398831 -267.978555 -269.465281 0.113563 -1.910128 -1.340362 -1.907186 -1.906631 -0.000426 -1.907057 -0.005645 -1.912276
138 8 3 0 2 0 -269.270984 -269.329614 -269.190923 -269.409675 -267.985174 -269.468415 0.113242 -1.920972 -1.346981 -1.909999 -1.913249 0.003649 -1.909600 -0.007361 -1.920610
139 6 5 0 0 0 -193.782648 -193.814653 -193.707852 -193.889449 -192.745954 -193.963318 0.090505 -1.825998 -1.317562 -1.818325 -1.819697 0.001496 -1.818201 -0.007287 -1.826984
140 5 4 1 0 0 -209.802660 -209.846291 -209.732970 -209.915980 -208.729036 -210.001565 0.079399 -1.611073 -1.095352 -1.608650 -1.609568 0.000596 -1.608972 -0.001889 -1.611457
141 4 4 0 1 0 -229.654173 -229.710374 -229.589502 -229.775045 -228.553537 -229.879598 0.066467 -1.498813 -1.018079 -1.493306 -1.490119 -0.004677 -1.494796 -0.009335 -1.499454
142 5 4 1 0 0 -209.873780 -209.917489 -209.805107 -209.986162 -208.809017 -210.071468 0.080403 -1.681255 -1.175333 -1.679557 -1.689549 0.009938 -1.679612 0.007867 -1.681682
143 4 3 2 0 0 -225.891074 -225.946412 -225.827507 -226.009980 -224.789320 -226.107205 0.069125 -1.463618 -0.950344 -1.467200 -1.476642 0.009151 -1.467490 0.012976 -1.463665
144 3 3 1 1 0 -245.740782 -245.808808 -245.682265 -245.867325 -244.611903 -245.983375 0.056139 -1.349638 -0.871154 -1.349939 -1.355275 0.004835 -1.350439 0.006331 -1.348944
145 6 4 0 1 0 -230.938962 -230.987631 -230.865478 -231.061115 -229.804275 -231.145151 0.090683 -1.784986 -1.270261 -1.782529 -1.783743 0.002223 -1.781520 -0.002715 -1.786458
146 5 3 1 1 0 -246.960085 -247.020387 -246.891832 -247.088640 -245.788716 -247.184334 0.079887 -1.571056 -1.049410 -1.574100 -1.574972 0.000341 -1.574630 0.003090 -1.571881
147 4 3 0 2 0 -266.809765 -266.882227 -266.746103 -266.945888 -265.612231 -267.060326 0.066465 -1.456979 -0.971152 -1.456225 -1.454537 -0.001107 -1.455645 -0.002705 -1.457242
148 5 3 1 1 0 -246.963919 -247.025087 -246.896086 -247.092920 -245.795383 -247.192524 0.079595 -1.575336 -1.056077 -1.581998 -1.581639 -0.000465 -1.582104 0.003541 -1.578098
149 10 5 0 0 0 -196.265758 -196.280977 -196.172796 -196.373939 -195.144656 -196.405320 0.137725 -2.310694 -1.719150 -2.306455 -2.304169 -0.001897 -2.306066 -0.008370 -2.312539
150 8 4 0 1 0 -232.144332 -232.183815 -232.061615 -232.266532 -230.959967 -232.328175 0.113861 -1.990506 -1.427396 -1.988185 -1.982318 -0.005487 -1.987806 -0.008974 -1.991293
151 9 4 1 0 0 -212.279101 -212.306040 -212.191282 -212.393860 -211.122632 -212.439286 0.126034 -2.089159 -1.491834 -2.091914 -2.088933 -0.003541 -2.092474 -0.000794 -2.089727
152 8 4 0 1 0 -232.130931 -232.171190 -232.047922 -232.254200 -230.950974 -232.317400 0.113725 -1.978174 -1.418403 -1.977274 -1.973326 -0.004842 -1.978168 -0.008937 -1.982263
153 8 4 0 1 0 -232.147353 -232.189280 -232.066149 -232.270484 -230.963485 -232.324966 0.114300 -1.994459 -1.430914 -1.985415 -1.985837 0.000964 -1.984873 -0.008331 -1.994168
154 7 3 1 1 0 -248.168476 -248.221981 -248.092339 -248.298118 -246.947855 -248.364357 0.103108 -1.780637 -1.209992 -1.776798 -1.776996 -0.000135 -1.777131 -0.004026 -1.781022
155 6 3 0 2 0 -268.026579 -268.092632 -267.955537 -268.163673 -266.779762 -268.248806 0.090736 -1.674867 -1.140126 -1.668430 -1.664953 -0.002956 -1.667909 -0.009294 -1.674247
156 8 5 0 0 0 -195.070970 -195.090114 -194.983842 -195.177242 -193.992050 -195.226072 0.116471 -2.113894 -1.565101 -2.106499 -2.108678 0.002461 -2.106216 -0.006691 -2.115369
157 5 3 1 1 0 -246.992449 -247.049800 -246.921602 -247.120647 -245.820708 -247.215049 0.081779 -1.603063 -1.081402 -1.606707 -1.606964 0.000092 -1.606873 0.005102 -1.601862
158 6 4 0 1 0 -230.940469 -230.984676 -230.863255 -231.061890 -229.803832 -231.142581 0.092218 -1.785761 -1.269818 -1.781494 -1.783299 0.001093 -1.782207 -0.005007 -1.788306
159 10 5 0 0 0 -196.300160 -196.312211 -196.206051 -196.406319 -195.176169 -196.432825 0.140316 -2.343074 -1.750663 -2.336551 -2.335681 0.000463 -2.335219 -0.009628 -2.345310
160 8 4 0 1 0 -232.173362 -232.210406 -232.089187 -232.294581 -230.990391 -232.351764 0.116649 -2.018555 -1.457820 -2.014562 -2.012742 -0.000596 -2.013338 -0.006958 -2.019700
161 6 3 0 2 0 -268.049015 -268.111875 -267.975258 -268.185632 -266.809819 -268.273739 0.092697 -1.696826 -1.170183 -1.695324 -1.695010 -0.001596 -1.696606 -0.002950 -1.697960
162 8 5 0 0 0 -195.024552 -195.047213 -194.941061 -195.130705 -193.940366 -195.179738 0.116089 -2.067356 -1.513417 -2.059783 -2.056994 -0.004224 -2.061218 -0.013595 -2.070589
163 6 4 0 1 0 -230.891925 -230.939126 -230.818016 -231.013034 -229.747302 -231.093096 0.091972 -1.736906 -1.213288 -1.731763 -1.726769 -0.005386 -1.732155 -0.011973 -1.738742
164 6 4 0 1 0 -230.901789 -230.948583 -230.828140 -231.022232 -229.753508 -231.102112 0.091787 -1.746103 -1.219494 -1.740594 -1.732975 -0.006642 -1.739617 -0.014532 -1.747507
165 4 3 2 0 0 -225.924980 -225.987212 -225.865912 -226.046280 -224.814157 -226.144377 0.071284 -1.499918 -0.975180 -1.506531 -1.501478 -0.008317 -1.509795 -0.000303 -1.501780
166 3 2 3 0 0 -241.938887 -242.013825 -241.885778 -242.066934 -240.789800 -242.180146 0.059084 -1.279116 -0.745533 -1.293284 -1.283911 -0.011654 -1.295565 0.004007 -1.279903
167 3 2 3 0 0 -241.966207 -242.039443 -241.911218 -242.094433 -240.825554 -242.205627 0.059902 -1.306615 -0.781286 -1.319583 -1.319664 -0.004777 -1.324441 0.012682 -1.306982
168 3 2 3 0 0 -241.956320 -242.028728 -241.900590 -242.084457 -240.814199 -242.196351 0.059116 -1.296640 -0.769931 -1.309521 -1.308309 -0.005126 -1.313435 0.011875 -1.296435
169 3 2 3 0 0 -241.945123 -242.021357 -241.893171 -242.073309 -240.798320 -242.186010 0.059852 -1.285491 -0.754052 -1.299916 -1.292430 -0.008690 -1.301120 0.008607 -1.283823
170 3 3 1 1 0 -245.746624 -245.816128 -245.687966 -245.874786 -244.606361 -245.994065 0.058014 -1.357098 -0.865612 -1.362504 -1.349733 -0.017740 -1.367473 -0.012087 -1.361820
171 2 2 2 1 0 -261.765319 -261.847840 -261.712694 -261.900464 -260.583684 -262.035127 0.045382 -1.141321 -0.637643 -1.154118 -1.133844 -0.022583 -1.156427 -0.007347 -1.141192
172 2 2 2 1 0 -261.789562 -261.870079 -261.734858 -261.924782 -260.620455 -262.056533 0.046608 -1.165639 -0.674414 -1.176750 -1.170615 -0.009707 -1.180322 0.006251 -1.164364
173 2 2 2 1 0 -261.798843 -261.880741 -261.745111 -261.934474 -260.632635 -262.065493 0.046502 -1.175331 -0.686594 -1.185604 -1.182796 -0.007129 -1.189924 0.006831 -1.175964
174 1 1 3 1 0 -277.786414 -277.878565 -277.736538 -277.928440 -276.572859 -278.075775 0.033398 -0.927842 -0.421526 -0.945966 -0.929808 -0.019823 -0.949631 0.004091 -0.925717
175 2 2 2 1 0 -261.748438 -261.830794 -261.695923 -261.883309 -260.564960 -262.017735 0.045873 -1.124166 -0.618919 -1.137217 -1.115121 -0.021595 -1.136716 -0.008880 -1.124001
176 1 1 3 1 0 -277.769245 -277.863566 -277.721867 -277.910945 -276.547805 -278.059333 0.033459 -0.910346 -0.396472 -0.929585 -0.904755 -0.026497 -0.931252 -0.005450 -0.910204
177 0 0 4 1 0 -293.770647 -293.875445 -293.726778 -293.919314 -292.508531 -294.081616 0.020349 -0.677261 -0.151906 -0.701942 -0.672270 -0.035468 -0.707737 -0.007334 -0.679604
178 5 4 1 1 0 -284.944807 -285.013179 -284.863997 -285.093990 -283.579951 -285.217962 0.081951 -1.763653 -1.154101 -1.763020 -1.755769 -0.005887 -1.761656 -0.009259 -1.765028
179 7 3 1 2 0 -323.315767 -323.393338 -323.227953 -323.481151 -321.805711 -323.585680 0.105605 -1.938241 -1.275682 -1.936039 -1.930138 -0.004491 -1.934629 -0.006825 -1.936963
180 9 4 1 1 0 -287.432846 -287.483767 -287.333333 -287.583280 -285.984940 -287.662612 0.129195 -2.253150 -1.561976 -2.253822 -2.246527 -0.006556 -2.253083 -0.008265 -2.254792
181 7 4 1 1 0 -286.188630 -286.245794 -286.096888 -286.337536 -284.782295 -286.438084 0.107557 -2.007303 -1.357888 -2.008202 -2.000997 -0.006355 -2.007353 -0.007671 -2.008668
182 6 3 2 1 0 -302.204293 -302.273789 -302.117704 -302.360378 -300.764187 -302.472397 0.096619 -1.788689 -1.134488 -1.794761 -1.789678 -0.005195 -1.794874 -0.000925 -1.790604
183 5 3 1 2 0 -322.056116 -322.137955 -321.974221 -322.219849 -320.591698 -322.351046 0.084017 -1.676836 -1.060226 -1.680363 -1.673240 -0.007804 -1.681044 -0.005367 -1.678607
184 0 1 0 0 4 -437.115322 -437.276341 -437.075904 -437.315759 -435.664590 -437.484875 0.017147 -0.764403 -0.477085 -0.780330 -0.785727 0.003693 -0.782034 0.001533 -0.784194
185 4 3 2 1 0 -301.075659 -301.159522 -301.002504 -301.232677 -299.682790 -301.367422 0.074595 -1.660885 -1.051648 -1.668308 -1.665397 -0.003622 -1.669019 0.005489 -1.659908
186 3 3 1 2 0 -320.918212 -321.012810 -320.848015 -321.083008 -319.501045 -321.236907 0.062567 -1.539891 -0.968129 -1.545320 -1.539702 -0.009015 -1.548717 -0.002452 -1.542154
187 4 3 2 1 0 -301.116129 -301.203997 -301.046604 -301.273522 -299.726735 -301.405558 0.075511 -1.701730 -1.095593 -1.707360 -1.709342 0.000149 -1.709193 0.008689 -1.700653
188 3 3 1 2 0 -320.959363 -321.057909 -320.893015 -321.124256 -319.544493 -321.276274 0.063077 -1.581139 -1.011578 -1.585197 -1.583151 -0.003288 -1.586438 0.003690 -1.579461
189 2 3 0 3 0 -340.801536 -340.911009 -340.738403 -340.974142 -339.361909 -341.145624 0.050756 -1.459700 -0.927221 -1.461781 -1.456617 -0.007510 -1.464127 -0.003725 -1.460342
190 7 5 1 0 0 -249.172854 -249.223943 -249.089432 -249.307365 -247.870814 -249.397368 0.109918 -2.189809 -1.552028 -2.187654 -2.183792 -0.005693 -2.189486 -0.006301 -2.190093
191 6 5 0 1 0 -269.015392 -269.076180 -268.934024 -269.157548 -267.689132 -269.267574 0.097415 -2.068667 -1.468573 -2.064912 -2.058161 -0.008518 -2.066679 -0.011226 -2.069387
192 5 4 1 1 0 -285.055469 -285.128418 -284.979244 -285.204643 -283.698027 -285.328258 0.086244 -1.874307 -1.272177 -1.877609 -1.873845 -0.006602 -1.880446 -0.001596 -1.875441
193 5 4 1 1 0 -285.057179 -285.129878 -284.980516 -285.206541 -283.700542 -285.330157 0.086046 -1.876204 -1.274691 -1.879310 -1.876360 -0.003515 -1.879874 0.001350 -1.875010
194 6 4 2 0 0 -265.201199 -265.265697 -265.123804 -265.343092 -263.863642 -265.441614 0.099063 -1.984080 -1.339565 -1.984229 -1.983409 -0.003241 -1.986651 -0.000703 -1.984113
195 5 4 1 1 0 -285.044125 -285.118518 -284.968755 -285.193888 -283.683250 -285.313612 0.086472 -1.863552 -1.257399 -1.863191 -1.859068 -0.007348 -1.866416 -0.005638 -1.864706
196 4 3 2 1 0 -301.082798 -301.169824 -301.012994 -301.239628 -299.690013 -301.373496 0.075243 -1.667836 -1.058871 -1.675030 -1.672620 -0.005662 -1.678282 0.004053 -1.668567
197 4 3 2 1 0 -301.091491 -301.177575 -301.020669 -301.248398 -299.701295 -301.381127 0.075481 -1.676606 -1.070153 -1.682899 -1.683902 -0.003087 -1.686989 0.006576 -1.677326
198 5 4 1 1 0 -285.053708 -285.131241 -284.981221 -285.203727 -283.692779 -285.320198 0.086400 -1.873390 -1.266928 -1.869705 -1.868597 -0.003574 -1.872171 -0.006144 -1.874741
199 4 3 2 1 0 -301.090060 -301.179974 -301.022983 -301.247051 -299.697169 -301.377995 0.075256 -1.675259 -1.066027 -1.679542 -1.679777 -0.001155 -1.680932 0.003646 -1.676130
200 4 3 2 1 0 -301.102800 -301.191899 -301.034875 -301.259825 -299.712292 -301.389192 0.075677 -1.688033 -1.081150 -1.691160 -1.694899 0.001826 -1.693073 0.007331 -1.687568
201 7 5 1 0 0 -249.170775 -249.221945 -249.087427 -249.305292 -247.868492 -249.395323 0.109903 -2.187736 -1.549707 -2.185594 -2.181471 -0.005692 -2.187163 -0.006323 -2.187794
202 6 4 2 0 0 -265.212118 -265.275365 -265.133732 -265.353752 -263.878620 -265.457424 0.098598 -1.994740 -1.354542 -1.999574 -1.998387 -0.002934 -2.001321 0.003642 -1.994745
203 6 5 0 1 0 -269.011352 -269.072072 -268.929936 -269.153488 -267.684793 -269.263476 0.097541 -2.064606 -1.464234 -2.060940 -2.053822 -0.008470 -2.062292 -0.012192 -2.066013
204 5 4 1 1 0 -285.054031 -285.126985 -284.977648 -285.203368 -283.696563 -285.326726 0.086195 -1.873031 -1.270712 -1.876028 -1.872381 -0.005628 -1.878008 -0.001023 -1.873404
205 6 4 2 0 0 -265.196946 -265.261849 -265.119779 -265.339016 -263.857865 -265.438520 0.098959 -1.980004 -1.333788 -1.981031 -1.977633 -0.005324 -1.982957 -0.002666 -1.980299
206 5 3 3 0 0 -281.242040 -281.319205 -281.169879 -281.391365 -279.872123 -281.504579 0.087869 -1.790899 -1.142754 -1.799184 -1.798680 -0.002874 -1.801554 0.007779 -1.790900
207 5 4 1 1 0 -285.037564 -285.111940 -284.962291 -285.187212 -283.674544 -285.306999 0.086736 -1.856876 -1.248694 -1.856842 -1.850362 -0.008085 -1.858447 -0.007558 -1.857920
208 4 3 2 1 0 -301.083257 -301.170097 -301.013036 -301.240317 -299.689934 -301.373831 0.075457 -1.668526 -1.058792 -1.675579 -1.672541 -0.005805 -1.678346 0.003384 -1.669157
209 5 4 1 1 0 -285.049876 -285.127822 -284.977934 -285.199764 -283.685874 -285.316421 0.086407 -1.869428 -1.260024 -1.865935 -1.861692 -0.005882 -1.867575 -0.008563 -1.870255
210 4 3 2 1 0 -301.098234 -301.188540 -301.031378 -301.255395 -299.703776 -301.385442 0.075668 -1.683603 -1.072634 -1.687401 -1.686383 -0.002970 -1.689353 0.003263 -1.683121
211 3 3 1 2 0 -320.937551 -321.037517 -320.872641 -321.102427 -319.519291 -321.252793 0.063161 -1.559310 -0.986376 -1.561800 -1.557949 -0.005345 -1.563294 -0.001773 -1.559722
212 7 5 1 0 0 -249.161211 -249.212667 -249.077897 -249.295981 -247.859877 -249.387499 0.110002 -2.178425 -1.541091 -2.177869 -2.172855 -0.006146 -2.179001 -0.004996 -2.177851
213 6 4 2 0 0 -265.200343 -265.263377 -265.121863 -265.341858 -263.867558 -265.447270 0.098859 -1.982846 -1.343481 -1.989681 -1.987325 -0.004616 -1.991942 0.005900 -1.981426
214 6 6 0 0 0 -231.936770 -231.982500 -231.854817 -232.064453 -230.722167 -232.164586 0.100175 -2.188249 -1.607230 -2.182491 -2.185471 -0.001311 -2.186782 -0.005954 -2.191425
215 5 5 1 0 0 -247.963590 -248.019434 -247.886348 -248.096676 -246.715164 -248.211932 0.088683 -1.979016 -1.394935 -1.981529 -1.985258 -0.000360 -1.985618 0.003046 -1.982211
216 4 4 2 0 0 -263.984726 -264.053276 -263.913047 -264.124955 -262.703134 -264.255612 0.076740 -1.765840 -1.177613 -1.776450 -1.780017 -0.000703 -1.780719 0.010251 -1.769766
217 4 4 2 0 0 -263.992250 -264.058991 -263.918874 -264.132367 -262.713675 -264.261826 0.076933 -1.773252 -1.188155 -1.782857 -1.790558 0.004097 -1.786461 0.014131 -1.776427
218 3 3 3 0 0 -280.024478 -280.101449 -279.954405 -280.171522 -278.717300 -280.314080 0.065246 -1.570952 -0.986488 -1.586608 -1.600972 0.008673 -1.592299 0.024947 -1.576025
219 10 6 0 0 0 -234.295112 -234.319533 -234.192525 -234.422121 -232.986270 -234.476516 0.140054 -2.546124 -1.874219 -2.533208 -2.535344 0.002346 -2.532997 -0.010364 -2.545708
220 9 5 1 0 0 -250.386602 -250.422934 -250.289964 -250.519573 -249.050681 -250.585843 0.129886 -2.402120 -1.733339 -2.395551 -2.406544 0.011831 -2.394713 0.006382 -2.400162
221 8 4 2 0 0 -266.415205 -266.464302 -266.324271 -266.555236 -265.043506 -266.630629 0.119019 -2.196328 -1.520872 -2.192654 -2.206158 0.014024 -2.192134 0.011173 -2.194985
222 8 5 0 1 0 -270.176458 -270.226571 -270.084681 -270.318348 -268.806473 -270.399081 0.116168 -2.229570 -1.587358 -2.214626 -2.218387 0.004037 -2.214350 -0.011540 -2.229927
223 7 4 1 1 0 -286.265444 -286.327585 -286.179647 -286.413382 -284.868578 -286.506282 0.105718 -2.083149 -1.444171 -2.074561 -2.087281 0.013703 -2.073578 0.005993 -2.081288
224 10 5 0 1 0 -271.448171 -271.488860 -271.346173 -271.590858 -270.042283 -271.656372 0.139975 -2.502183 -1.824611 -2.495178 -2.497081 0.002128 -2.494953 -0.004220 -2.501301
225 8 4 0 2 0 -307.333147 -307.399458 -307.242015 -307.490590 -305.866912 -307.582044 0.115843 -2.189135 -1.542175 -2.179457 -2.184550 0.005168 -2.179382 -0.004830 -2.189380
226 12 5 0 1 0 -272.660854 -272.695829 -272.551765 -272.804919 -271.205050 -272.841336 0.163869 -2.716348 -1.988821 -2.703490 -2.702733 -0.000301 -2.703034 -0.012363 -2.715096
227 10 4 0 2 0 -308.548757 -308.609334 -308.450666 -308.707424 -307.032930 -308.769557 0.139933 -2.406072 -1.709636 -2.390514 -2.393452 0.003588 -2.389864 -0.011056 -2.404508
228 14 6 0 0 0 nan -236.785143 nan nan -235.381216 -236.917458 0.187572 nan -2.272052 -3.020576 -3.016059 -0.005201 -3.021260 -0.013638 -3.029697
229 12 5 0 1 0 -272.666131 -272.700034 -272.556337 -272.809828 -271.210616 -272.847530 0.163685 -2.721257 -1.994387 -2.709500 -2.708299 -0.000971 -2.709270 -0.012051 -2.720350
230 12 5 0 1 0 -272.647965 -272.680560 -272.536793 -272.791732 -271.194449 -272.835594 0.163225 -2.703160 -1.978220 -2.697104 -2.692132 -0.004823 -2.696955 -0.010056 -2.702188
231 6 5 0 1 0 -268.970828 -269.029197 -268.886775 -269.113250 -267.656273 -269.230258 0.093473 -2.024368 -1.435715 -2.023654 -2.025302 0.001760 -2.023542 0.000219 -2.025083
232 5 4 1 1 0 -285.024284 -285.098548 -284.948304 -285.174528 -283.673654 -285.300440 0.082966 -1.844192 -1.247804 -1.846513 -1.849472 0.002118 -1.847355 0.005027 -1.844445
233 10 6 0 0 0 -234.297222 -234.322281 -234.194122 -234.425382 -232.995732 -234.486176 0.140828 -2.549385 -1.883681 -2.543642 -2.544806 0.001461 -2.543345 -0.005615 -2.550421
234 8 5 0 1 0 -270.179329 -270.230561 -270.087481 -270.322409 -268.815952 -270.408713 0.117252 -2.233631 -1.596837 -2.225342 -2.227866 0.001681 -2.226185 -0.007706 -2.235572
235 6 5 0 1 0 -268.966221 -269.023488 -268.881096 -269.108614 -267.650110 -269.219315 0.093109 -2.019732 -1.429551 -2.012347 -2.019139 0.007399 -2.011740 0.000766 -2.018373
236 5 4 1 1 0 -285.053682 -285.122653 -284.974759 -285.201577 -283.709900 -285.324641 0.082597 -1.871240 -1.284049 -1.870345 -1.885718 0.014791 -1.870927 0.014160 -1.871558
237 5 4 1 1 0 -285.017737 -285.090639 -284.940448 -285.167928 -283.666074 -285.287913 0.082749 -1.837591 -1.240223 -1.833769 -1.841892 0.007397 -1.834494 0.003696 -1.838195
238 4 3 2 1 0 -301.107053 -301.191973 -301.036248 -301.262778 -299.727168 -301.394865 0.072367 -1.690986 -1.096026 -1.693523 -1.709775 0.015912 -1.693863 0.019358 -1.690418
239 6 3 2 1 0 -302.316368 -302.391529 -302.234227 -302.473670 -300.889769 -302.588564 0.096761 -1.901982 -1.260070 -1.911070 -1.915261 0.003874 -1.911386 0.011087 -1.904174
240 5 3 1 2 0 -322.161875 -322.249179 -322.084095 -322.326959 -320.711665 -322.460671 0.083113 -1.783946 -1.180193 -1.789084 -1.793207 0.003171 -1.790036 0.010071 -1.783136
241 6 4 0 2 0 -306.118475 -306.191539 -306.034115 -306.275899 -304.705120 -306.397642 0.093220 -1.974340 -1.378940 -1.972978 -1.979873 0.006874 -1.972999 0.005232 -1.974641
242 6 3 2 1 0 -302.306035 -302.380670 -302.223373 -302.463331 -300.880001 -302.579654 0.095742 -1.891643 -1.250302 -1.901141 -1.905492 0.002975 -1.902517 0.012984 -1.892508
243 5 3 1 2 0 -322.178934 -322.268376 -322.103225 -322.344084 -320.732219 -322.479769 0.083351 -1.801071 -1.200747 -1.808420 -1.813761 0.004641 -1.809120 0.012612 -1.801150
244 5 3 1 2 0 -322.165643 -322.252241 -322.087324 -322.330560 -320.715965 -322.464725 0.083216 -1.787546 -1.184493 -1.793241 -1.797507 0.002607 -1.794900 0.009033 -1.788474
245 5 2 3 1 0 -318.357727 -318.448183 -318.283102 -318.522808 -316.894102 -318.647923 0.085930 -1.709664 -1.059111 -1.722782 -1.726383 0.003783 -1.722599 0.014631 -1.711751
246 5 3 1 2 0 -322.174321 -322.263324 -322.098072 -322.339573 -320.725158 -322.469844 0.083052 -1.796559 -1.193686 -1.798196 -1.806701 0.008140 -1.798560 0.011671 -1.795030
247 5 2 3 1 0 -318.352574 -318.442098 -318.277167 -318.517505 -316.892586 -318.641916 0.085659 -1.704361 -1.057596 -1.716504 -1.724867 0.006240 -1.718627 0.019218 -1.705649
248 4 2 2 2 0 -338.226103 -338.330524 -338.157766 -338.398861 -336.745075 -338.542975 0.073232 -1.614392 -1.008311 -1.624691 -1.633406 0.007235 -1.626171 0.017506 -1.615900
249 4 2 2 2 0 -338.215646 -338.317628 -338.145029 -338.388246 -336.731777 -338.531538 0.072700 -1.603777 -0.995013 -1.612722 -1.620108 0.004288 -1.615820 0.013698 -1.606409
250 10 6 0 0 0 -234.291786 -234.316331 -234.188066 -234.420050 -232.986604 -234.476081 0.140781 -2.544053 -1.874553 -2.533500 -2.535678 0.001894 -2.533784 -0.008554 -2.544233
251 9 5 1 0 0 -250.384017 -250.420348 -250.286508 -250.517857 -249.050835 -250.585183 0.130632 -2.400404 -1.733493 -2.395637 -2.406698 0.011410 -2.395288 0.005836 -2.400863
252 8 5 0 1 0 -270.177210 -270.228100 -270.084921 -270.320389 -268.811027 -270.401061 0.117241 -2.231612 -1.591911 -2.217679 -2.222940 0.005201 -2.217739 -0.008547 -2.231487
253 7 4 1 1 0 -286.266961 -286.329508 -286.180788 -286.415681 -284.873082 -286.508374 0.106844 -2.085447 -1.448675 -2.077779 -2.091784 0.013261 -2.078523 0.006306 -2.085479
254 8 4 2 0 0 -266.385391 -266.434209 -266.292958 -266.526642 -265.019150 -266.609146 0.119064 -2.167734 -1.496516 -2.171216 -2.181802 0.011337 -2.170465 0.014136 -2.167666
255 10 5 0 1 0 -271.443301 -271.483623 -271.340391 -271.586532 -270.040294 -271.653205 0.140549 -2.497858 -1.822622 -2.492585 -2.495092 0.003253 -2.491839 -0.001450 -2.496543
256 9 4 1 1 0 -287.496903 -287.552550 -287.401604 -287.647849 -286.059501 -287.727890 0.130467 -2.317719 -1.636537 -2.320372 -2.321088 0.001222 -2.319866 0.002258 -2.318830
257 8 4 0 2 0 -307.344186 -307.411196 -307.253122 -307.502259 -305.881372 -307.602080 0.117552 -2.200804 -1.556635 -2.201202 -2.199009 -0.000771 -2.199781 -0.002724 -2.201733
258 8 4 0 2 0 -307.327586 -307.393677 -307.235760 -307.485503 -305.864232 -307.577822 0.117050 -2.184048 -1.539495 -2.176442 -2.181870 0.004615 -2.177254 -0.002353 -2.184223
